"date","broad_cat","disp_desc","n"
2016-05-16,"Vehicular violations","Cited",11
2016-05-16,"Vehicular violations","Referred",2
2016-05-16,"Vehicular violations","Report Taken",1
2016-05-16,"Vehicular violations","Service",4
2016-05-16,"Miscellaneous crime/citation","Cancelled by RP",1
2016-05-16,"Miscellaneous crime/citation","Referred",1
2016-05-16,"Miscellaneous crime/citation","Report Taken",1
2016-05-16,"Miscellaneous crime/citation","Service",5
2016-05-16,"Disturbance","Cited",1
2016-05-16,"Disturbance","Incident Number Given",1
2016-05-16,"Disturbance","Report Taken",1
2016-05-16,"Disturbance","Service",4
2016-05-16,"Disturbance","Unable to Locate",3
2016-05-16,"Alcohol/drugs","Arrest Made",1
2016-05-16,"Alcohol/drugs","Unable to Locate",1
2016-05-16,"Accidents/injuries","Advised",2
2016-05-16,"Accidents/injuries","Report Taken",1
2016-05-16,"Accidents/injuries","Service",1
2016-05-16,"Burglary/theft","False Alarm",1
2016-05-16,"Burglary/theft","Online Crime Report",6
2016-05-16,"Burglary/theft","Report Taken",1
2016-05-16,"Person search","Service",2
2016-05-16,"Person search","Unable to Locate",1
2016-05-16,"Suspicious activity/threats","Advised",1
2016-05-16,"Suspicious activity/threats","Report Taken",2
2016-05-16,"Suspicious activity/threats","Service",4
2016-05-16,"Suspicious activity/threats","Unable to Locate",2
2016-05-16,"Violent crime, physical & sexual abuse, death","Report Taken",1
2016-05-16,"Violent crime, physical & sexual abuse, death","Service",1
2016-05-17,"Miscellaneous general","Report Taken",1
2016-05-17,"Miscellaneous general","Service",5
2016-05-17,"Public services","Referred",2
2016-05-17,"Public services","Report Taken",1
2016-05-17,"Public services","Service",6
2016-05-17,"Public services","Unable to Locate",1
2016-05-17,"Bikes","Advised",2
2016-05-17,"Bikes","Cited",2
2016-05-17,"Bikes","Service",3
2016-05-17,"Checkup","Advised",1
2016-05-17,"Checkup","Cancelled by RP",7
2016-05-17,"Checkup","Service",24
2016-05-17,"Patrol","Service",14
2016-05-17,"Vehicular violations","Advised",1
2016-05-17,"Vehicular violations","Cited",4
2016-05-17,"Vehicular violations","Service",9
2016-05-17,"Miscellaneous crime/citation","Advised",1
2016-05-17,"Miscellaneous crime/citation","Arrest Made",1
2016-05-17,"Miscellaneous crime/citation","Report Taken",1
2016-05-17,"Miscellaneous crime/citation","Service",1
2016-05-17,"Miscellaneous crime/citation","Unable to Locate",1
2016-05-17,"Disturbance","Report Taken",1
2016-05-17,"Disturbance","Unable to Locate",1
2016-05-17,"Accidents/injuries","Service",1
2016-05-17,"Burglary/theft","Cancelled by RP",1
2016-05-17,"Burglary/theft","Incident Number Given",1
2016-05-17,"Burglary/theft","Online Crime Report",1
2016-05-17,"Burglary/theft","Report Taken",2
2016-05-17,"Burglary/theft","Service",1
2016-05-17,"Person search","Service",3
2016-05-17,"Person search","Unable to Locate",2
2016-05-17,"Person search","Unfounded",1
2016-05-17,"Suspicious activity/threats","Advised",1
2016-05-17,"Suspicious activity/threats","Arrest Made",2
2016-05-17,"Suspicious activity/threats","Cancelled by RP",2
2016-05-17,"Suspicious activity/threats","Service",11
2016-05-17,"Suspicious activity/threats","Unable to Locate",4
2016-05-18,"Miscellaneous general","Arrest Made",1
2016-05-18,"Miscellaneous general","Cancelled by RP",1
2016-05-18,"Miscellaneous general","Report Taken",2
2016-05-18,"Miscellaneous general","Service",7
2016-05-18,"Miscellaneous general","Unfounded",1
2016-05-18,"Public services","MORF",1
2016-05-18,"Public services","Service",5
2016-05-18,"Bikes","Advised",2
2016-05-18,"Bikes","Cited",9
2016-05-18,"Bikes","Referred",1
2016-05-18,"Bikes","Service",7
2016-05-18,"Checkup","Advised",1
2016-05-18,"Checkup","Cancelled by RP",2
2016-05-18,"Checkup","Service",19
2016-05-18,"Checkup","Unable to Locate",1
2016-05-18,"Checkup","Unfounded",1
2016-05-18,"Patrol","Civil Problem",1
2016-05-18,"Patrol","Service",16
2016-05-18,"Vehicular violations","Advised",2
2016-05-18,"Vehicular violations","Cancelled by RP",1
2016-05-18,"Vehicular violations","Cited",16
2016-05-18,"Vehicular violations","Referred",1
2016-05-18,"Vehicular violations","Service",20
2016-05-18,"Vehicular violations","Unable to Locate",2
2016-05-18,"Miscellaneous crime/citation","Advised",1
2016-05-18,"Miscellaneous crime/citation","Report Taken",1
2016-05-18,"Miscellaneous crime/citation","Service",5
2016-05-18,"Miscellaneous crime/citation","Unable to Locate",1
2016-05-18,"Disturbance","Service",4
2016-05-18,"Disturbance","Unable to Locate",2
2016-05-18,"Alcohol/drugs","Advised",1
2016-05-18,"Alcohol/drugs","Service",1
2016-05-18,"Burglary/theft","Online Crime Report",4
2016-05-18,"Burglary/theft","Report Taken",2
2016-05-18,"Burglary/theft","Service",3
2016-05-18,"Person search","Advised",1
2016-05-18,"Person search","Service",3
2016-05-18,"Suspicious activity/threats","Advised",1
2016-05-18,"Suspicious activity/threats","Cited",1
2016-05-18,"Suspicious activity/threats","Report Taken",2
2016-05-18,"Suspicious activity/threats","Service",6
2016-05-18,"Suspicious activity/threats","Unable to Locate",1
2016-05-18,"Violent crime, physical & sexual abuse, death","Service",1
2016-05-19,"Miscellaneous general","Report Taken",1
2016-05-19,"Miscellaneous general","Service",9
2016-05-19,"Public services","Cancelled by RP",1
2016-05-19,"Public services","Service",7
2016-05-19,"Bikes","Cited",5
2016-05-19,"Bikes","Service",1
2016-05-19,"Checkup","Advised",2
2016-05-19,"Checkup","Referred",1
2016-05-19,"Checkup","Report Taken",2
2016-05-19,"Checkup","Service",19
2016-05-19,"Checkup","Unable to Locate",3
2016-05-19,"Checkup","Unfounded",1
2016-05-19,"Patrol","Advised",1
2016-05-19,"Patrol","Service",13
2016-05-19,"Vehicular violations","Advised",6
2016-05-19,"Vehicular violations","Cancelled by RP",2
2016-05-19,"Vehicular violations","Cited",6
2016-05-19,"Vehicular violations","Report Taken",1
2016-05-19,"Vehicular violations","Service",16
2016-05-19,"Miscellaneous crime/citation","Advised",1
2016-05-19,"Miscellaneous crime/citation","Cancelled by RP",1
2016-05-19,"Miscellaneous crime/citation","Cited",1
2016-05-19,"Miscellaneous crime/citation","Service",4
2016-05-19,"Disturbance","Advised",1
2016-05-19,"Disturbance","Cancelled by RP",1
2016-05-19,"Disturbance","Service",4
2016-05-19,"Disturbance","Unable to Locate",1
2016-05-19,"Alcohol/drugs","Unfounded",1
2016-05-19,"Accidents/injuries","Service",1
2016-05-19,"Burglary/theft","Online Crime Report",1
2016-05-19,"Burglary/theft","Service",1
2016-05-19,"Person search","Advised",1
2016-05-19,"Person search","Service",7
2016-05-19,"Person search","Unable to Locate",1
2016-05-19,"Suspicious activity/threats","Cancelled by RP",1
2016-05-19,"Suspicious activity/threats","Incident Number Given",1
2016-05-19,"Suspicious activity/threats","Service",9
2016-05-19,"Suspicious activity/threats","Unable to Locate",2
2016-05-19,"Violent crime, physical & sexual abuse, death","Arrest Made",1
2016-05-20,"Miscellaneous general","Report Taken",1
2016-05-20,"Miscellaneous general","Service",4
2016-05-20,"Public services","Advised",1
2016-05-20,"Public services","Report Taken",1
2016-05-20,"Public services","Service",5
2016-05-20,"Bikes","Advised",1
2016-05-20,"Bikes","Cited",1
2016-05-20,"Checkup","Advised",1
2016-05-20,"Checkup","Arrest Made",1
2016-05-20,"Checkup","Cancelled by RP",3
2016-05-20,"Checkup","Cited",1
2016-05-20,"Checkup","False Alarm",2
2016-05-20,"Checkup","Referred",1
2016-05-20,"Checkup","Service",21
2016-05-20,"Checkup","Unable to Locate",2
2016-05-20,"Checkup","Unfounded",1
2016-05-20,"Patrol","Cited",1
2016-05-20,"Patrol","Service",17
2016-05-20,"Vehicular violations","Advised",4
2016-05-20,"Vehicular violations","Cited",9
2016-05-20,"Vehicular violations","Referred",1
2016-05-20,"Vehicular violations","Report Taken",1
2016-05-20,"Vehicular violations","Service",12
2016-05-20,"Vehicular violations","Unable to Locate",2
2016-05-20,"Disturbance","Advised",1
2016-05-20,"Disturbance","Arrest Made",1
2016-05-20,"Disturbance","Cancelled by RP",1
2016-05-20,"Disturbance","Service",4
2016-05-20,"Disturbance","Unable to Locate",1
2016-05-20,"Alcohol/drugs","Report Taken",1
2016-05-20,"Alcohol/drugs","Unable to Locate",2
2016-05-20,"Accidents/injuries","Service",2
2016-05-20,"Burglary/theft","Cancelled by RP",1
2016-05-20,"Person search","Report Taken",1
2016-05-20,"Person search","Service",3
2016-05-20,"Suspicious activity/threats","Advised",1
2016-05-20,"Suspicious activity/threats","Incident Number Given",1
2016-05-20,"Suspicious activity/threats","Report Taken",1
2016-05-20,"Suspicious activity/threats","Service",4
2016-05-20,"Suspicious activity/threats","Unable to Locate",3
2016-05-20,"Suspicious activity/threats","Unfounded",1
2016-05-20,"Violent crime, physical & sexual abuse, death","Report Taken",1
2016-05-20,"Violent crime, physical & sexual abuse, death","Service",1
2016-05-21,"Miscellaneous general","Service",2
2016-05-21,"Public services","Advised",1
2016-05-21,"Public services","Arrest Made",1
2016-05-21,"Public services","Online Crime Report",1
2016-05-21,"Public services","Service",9
2016-05-21,"Bikes","Service",1
2016-05-21,"Checkup","Advised",2
2016-05-21,"Checkup","Arrest Made",1
2016-05-21,"Checkup","Cancelled by RP",3
2016-05-21,"Checkup","Referred",1
2016-05-21,"Checkup","Service",32
2016-05-21,"Patrol","Service",13
2016-05-21,"Vehicular violations","Advised",4
2016-05-21,"Vehicular violations","Cancelled by RP",1
2016-05-21,"Vehicular violations","Cited",6
2016-05-21,"Vehicular violations","Referred",1
2016-05-21,"Vehicular violations","Report Taken",2
2016-05-21,"Vehicular violations","Service",13
2016-05-21,"Vehicular violations","Unable to Locate",2
2016-05-21,"Miscellaneous crime/citation","Service",2
2016-05-21,"Disturbance","Advised",7
2016-05-21,"Disturbance","Arrest Made",1
2016-05-21,"Disturbance","Service",4
2016-05-21,"Disturbance","Unable to Locate",1
2016-05-21,"Alcohol/drugs","Arrest Made",2
2016-05-21,"Alcohol/drugs","Unable to Locate",1
2016-05-21,"Accidents/injuries","Incident Number Given",1
2016-05-21,"Accidents/injuries","Report Taken",1
2016-05-21,"Accidents/injuries","Service",2
2016-05-21,"Burglary/theft","Cancelled by RP",1
2016-05-21,"Burglary/theft","Report Taken",1
2016-05-21,"Burglary/theft","Service",1
2016-05-21,"Person search","Service",3
2016-05-21,"Person search","Unable to Locate",1
2016-05-21,"Suspicious activity/threats","Advised",1
2016-05-21,"Suspicious activity/threats","Arrest Made",1
2016-05-21,"Suspicious activity/threats","Report Taken",1
2016-05-21,"Suspicious activity/threats","Service",6
2016-05-21,"Suspicious activity/threats","Unfounded",1
2016-05-21,"Violent crime, physical & sexual abuse, death","Report Taken",1
2016-05-21,"Violent crime, physical & sexual abuse, death","Service",1
2016-05-22,"Miscellaneous general","Service",7
2016-05-22,"Public services","Referred",1
2016-05-22,"Public services","Service",2
2016-05-22,"Bikes","Referred",1
2016-05-22,"Checkup","Cancelled by RP",5
2016-05-22,"Checkup","Report Taken",1
2016-05-22,"Checkup","Service",14
2016-05-22,"Checkup","Unable to Locate",3
2016-05-22,"Patrol","Service",4
2016-05-22,"Vehicular violations","Advised",8
2016-05-22,"Vehicular violations","Arrest Made",1
2016-05-22,"Vehicular violations","Cited",6
2016-05-22,"Vehicular violations","Service",5
2016-05-22,"Miscellaneous crime/citation","Arrest Made",2
2016-05-22,"Miscellaneous crime/citation","Incident Number Given",1
2016-05-22,"Miscellaneous crime/citation","Report Taken",1
2016-05-22,"Miscellaneous crime/citation","Service",1
2016-05-22,"Miscellaneous crime/citation","Unable to Locate",1
2016-05-22,"Disturbance","Advised",3
2016-05-22,"Disturbance","Incident Number Given",1
2016-05-22,"Disturbance","Report Taken",2
2016-05-22,"Disturbance","Service",4
2016-05-22,"Disturbance","Unable to Locate",3
2016-05-22,"Burglary/theft","Incident Number Given",2
2016-05-22,"Burglary/theft","Report Taken",4
2016-05-22,"Person search","Referred",1
2016-05-22,"Person search","Service",1
2016-05-22,"Person search","Unable to Locate",2
2016-05-22,"Suspicious activity/threats","Advised",2
2016-05-22,"Suspicious activity/threats","Arrest Made",3
2016-05-22,"Suspicious activity/threats","Cited",1
2016-05-22,"Suspicious activity/threats","Service",8
2016-05-23,"Miscellaneous general","Referred",2
2016-05-23,"Miscellaneous general","Service",6
2016-05-23,"Miscellaneous general","Unfounded",1
2016-05-23,"Public services","Online Crime Report",1
2016-05-23,"Public services","Referred",1
2016-05-23,"Public services","Service",2
2016-05-23,"Checkup","Advised",2
2016-05-23,"Checkup","Cancelled by RP",1
2016-05-23,"Checkup","Referred",2
2016-05-23,"Checkup","Report Taken",1
2016-05-23,"Checkup","Service",20
2016-05-23,"Checkup","Unable to Locate",1
2016-05-23,"Patrol","Service",6
2016-05-23,"Vehicular violations","Advised",3
2016-05-23,"Vehicular violations","Cancelled by RP",1
2016-05-23,"Vehicular violations","Cited",8
2016-05-23,"Vehicular violations","Referred",2
2016-05-23,"Vehicular violations","Report Taken",1
2016-05-23,"Vehicular violations","Service",6
2016-05-23,"Miscellaneous crime/citation","Advised",3
2016-05-23,"Miscellaneous crime/citation","Arrest Made",1
2016-05-23,"Miscellaneous crime/citation","Incident Number Given",1
2016-05-23,"Miscellaneous crime/citation","Online Crime Report",1
2016-05-23,"Miscellaneous crime/citation","Report Taken",1
2016-05-23,"Miscellaneous crime/citation","Service",7
2016-05-23,"Disturbance","Advised",1
2016-05-23,"Disturbance","Service",2
2016-05-23,"Disturbance","Unable to Locate",2
2016-05-23,"Burglary/theft","Online Crime Report",11
2016-05-23,"Burglary/theft","Report Taken",1
2016-05-23,"Burglary/theft","Service",3
2016-05-23,"Person search","Advised",2
2016-05-23,"Person search","Service",2
2016-05-23,"Suspicious activity/threats","Advised",3
2016-05-23,"Suspicious activity/threats","Service",9
2016-05-23,"Suspicious activity/threats","Unable to Locate",4
2016-05-23,"Violent crime, physical & sexual abuse, death","Report Taken",2
2016-05-23,"Violent crime, physical & sexual abuse, death","Service",2
2016-05-24,"Miscellaneous general","Incident Number Given",1
2016-05-24,"Miscellaneous general","Online Crime Report",1
2016-05-24,"Miscellaneous general","Referred",2
2016-05-24,"Miscellaneous general","Report Taken",2
2016-05-24,"Miscellaneous general","Service",4
2016-05-24,"Public services","Incident Number Given",1
2016-05-24,"Public services","Referred",1
2016-05-24,"Public services","Service",5
2016-05-24,"Bikes","Advised",1
2016-05-24,"Bikes","Cited",1
2016-05-24,"Bikes","Service",2
2016-05-24,"Checkup","Advised",2
2016-05-24,"Checkup","Cancelled by RP",4
2016-05-24,"Checkup","False Alarm",2
2016-05-24,"Checkup","Report Taken",2
2016-05-24,"Checkup","Service",18
2016-05-24,"Checkup","Unfounded",2
2016-05-24,"Patrol","Service",8
2016-05-24,"Vehicular violations","Cited",5
2016-05-24,"Vehicular violations","Referred",3
2016-05-24,"Vehicular violations","Service",18
2016-05-24,"Miscellaneous crime/citation","Arrest Made",1
2016-05-24,"Miscellaneous crime/citation","Incident Number Given",1
2016-05-24,"Miscellaneous crime/citation","Online Crime Report",3
2016-05-24,"Miscellaneous crime/citation","Referred",1
2016-05-24,"Miscellaneous crime/citation","Report Taken",2
2016-05-24,"Miscellaneous crime/citation","Service",7
2016-05-24,"Miscellaneous crime/citation","Unable to Locate",1
2016-05-24,"Disturbance","Advised",1
2016-05-24,"Disturbance","Report Taken",2
2016-05-24,"Disturbance","Service",6
2016-05-24,"Disturbance","Unable to Locate",1
2016-05-24,"Alcohol/drugs","Cited",1
2016-05-24,"Alcohol/drugs","Service",2
2016-05-24,"Accidents/injuries","Report Taken",1
2016-05-24,"Accidents/injuries","Service",1
2016-05-24,"Burglary/theft","Cancelled by RP",1
2016-05-24,"Burglary/theft","Online Crime Report",2
2016-05-24,"Burglary/theft","Report Taken",1
2016-05-24,"Burglary/theft","Service",3
2016-05-24,"Person search","Service",2
2016-05-24,"Person search","Unable to Locate",2
2016-05-24,"Suspicious activity/threats","Advised",1
2016-05-24,"Suspicious activity/threats","Service",8
2016-05-24,"Suspicious activity/threats","Unable to Locate",1
2016-05-24,"Violent crime, physical & sexual abuse, death","Advised",1
2016-05-24,"Violent crime, physical & sexual abuse, death","Arrest Made",1
2016-05-24,"Violent crime, physical & sexual abuse, death","Report Taken",1
2016-05-25,"Miscellaneous general","Cancelled by RP",2
2016-05-25,"Miscellaneous general","Service",10
2016-05-25,"Public services","Service",10
2016-05-25,"Bikes","Advised",1
2016-05-25,"Bikes","Cited",1
2016-05-25,"Bikes","Referred",1
2016-05-25,"Bikes","Service",4
2016-05-25,"Checkup","Advised",1
2016-05-25,"Checkup","Cancelled by RP",2
2016-05-25,"Checkup","Referred",1
2016-05-25,"Checkup","Report Taken",3
2016-05-25,"Checkup","Service",21
2016-05-25,"Checkup","Unable to Locate",1
2016-05-25,"Checkup","Unfounded",1
2016-05-25,"Patrol","Service",18
2016-05-25,"Vehicular violations","Advised",6
2016-05-25,"Vehicular violations","Cited",2
2016-05-25,"Vehicular violations","Referred",2
2016-05-25,"Vehicular violations","Service",6
